scheme,dataset_name,seed,correlated_KL,architecture,attention_dim,num_attention_heads,lr,AC@1,AC@3,AC@5,AC@10,Avg@10,total_params,window_size,early_stopping,num_epochs,AMOC_Loss,mean_std_recon_loss,outer_hidden_dim,outer_heads_num,num_vars,alpha_lv,time_freq_representation,combine_method,main_model,encoder_alpha,decoder_alpha,encoder_gamma (smooth),decoder_gamma,encoder_lambda (sparse),decoder_lambda,beta,AC@1_metric,AC@3_metric,AC@5_metric,AC@10_metric,AC@1_node,AC@3_node,AC@5_node,AC@10_node,AC@1_service,AC@3_service,AC@5_service,AC@10_service,RCA_coverage
aiopsvlinear_(no mean)_normal_KL05_200120_6_0.0001_2_window_6,aiops,2,normal_KL,vlinear,16,2,0.0001,0.2774566473988439,0.34874759152215795,0.3872832369942196,0.4401894669235712,0.37665152766308846,158986,6,0,200,0,0,16,2,30,0,mag_phase,attention,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0.48554913294797686,1.0,1.0,1.0,0.2774566473988439,0.5838150289017341,1.0,1.0,0.5260115606936416,1.0,1.0,1.0,12.06415620641562
aiopsGVAR_(no mean)_normal_KL05_200251_6_0.0001_2_window_6,aiops,2,normal_KL,GVAR,256,2,0.0001,0.20809248554913296,0.3063583815028901,0.3433526011560693,0.3978002569043035,0.3302167630057804,682900,6,0,200,0,0,256,2,30,0,mag_phase,attention,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0.44508670520231214,1.0,1.0,1.0,0.20809248554913296,0.5895953757225434,1.0,1.0,0.43352601156069365,0.9248554913294798,0.930635838150289,1.0,12.06415620641562
aiopscLSTM_(no mean)_normal_KL05_200453_6_0.0001_2_window_6,aiops,2,normal_KL,cLSTM,256,2,0.0001,0.2543352601156069,0.3121387283236993,0.3491329479768786,0.38575786769428416,0.3343639324708689,2461470,6,0,200,0,0,256,2,30,0,mag_phase,attention,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0.4913294797687861,1.0,1.0,1.0,0.2543352601156069,0.5664739884393064,1.0,1.0,0.5028901734104047,1.0,1.0,1.0,12.06415620641562
aiopsvlinear_(no mean)_normal_KL05_200916_6_0.0001_3_window_6,aiops,3,normal_KL,vlinear,16,2,0.0001,0.24277456647398843,0.3159922928709055,0.353757225433526,0.4061496467565834,0.3425931278098909,158986,6,0,200,0,0,16,2,30,0,mag_phase,attention,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0.48554913294797686,1.0,1.0,1.0,0.24277456647398843,0.5549132947976878,1.0,1.0,0.5202312138728323,1.0,1.0,1.0,12.06415620641562
aiopsGVAR_(no mean)_normal_KL05_201050_6_0.0001_3_window_6,aiops,3,normal_KL,GVAR,256,2,0.0001,0.21965317919075145,0.2774566473988439,0.3121387283236995,0.38880860629415565,0.3089446279475182,682900,6,0,200,0,0,256,2,30,0,mag_phase,attention,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0.4682080924855491,1.0,1.0,1.0,0.21965317919075145,0.5433526011560693,1.0,1.0,0.4624277456647399,0.9653179190751445,0.9884393063583815,1.0,12.06415620641562
aiopscLSTM_(no mean)_normal_KL05_201312_6_0.0001_3_window_6,aiops,3,normal_KL,cLSTM,256,2,0.0001,0.2543352601156069,0.3159922928709054,0.33988439306358376,0.3773281952472707,0.32926667584182034,2461470,6,0,200,0,0,256,2,30,0,mag_phase,attention,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0.4046242774566474,1.0,1.0,1.0,0.2543352601156069,0.5606936416184971,1.0,1.0,0.4797687861271676,0.8901734104046243,0.9017341040462428,1.0,12.06415620641562
aiopsvlinear_(no mean)_normal_KL05_201822_10_0.0001_1_window_10,aiops,1,normal_KL,vlinear,16,2,0.0001,0.291866028708134,0.36602870813397137,0.4004784688995216,0.4491095162147798,0.3892526771474142,162066,10,0,200,0,0,16,2,30,0,mag_phase,attention,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0.49760765550239233,1.0,1.0,1.0,0.291866028708134,0.6124401913875598,1.0,1.0,0.5502392344497608,1.0,1.0,1.0,14.615384615384617
aiopsGVAR_(no mean)_normal_KL05_202001_10_0.0001_1_window_10,aiops,1,normal_KL,GVAR,256,2,0.0001,0.23444976076555024,0.29346092503987237,0.3330143540669856,0.3807150451887297,0.3208422571580467,1229220,10,0,200,0,0,256,2,30,0,mag_phase,attention,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0.4784688995215311,1.0,1.0,1.0,0.23444976076555024,0.631578947368421,1.0,1.0,0.46411483253588515,0.8708133971291866,0.9330143540669856,1.0,14.615384615384617
aiopscLSTM_(no mean)_normal_KL05_202205_10_0.0001_1_window_10,aiops,1,normal_KL,cLSTM,256,2,0.0001,0.24880382775119617,0.3173843700159489,0.3574162679425838,0.39339447102605013,0.33884370015948967,2461470,10,0,200,0,0,256,2,30,0,mag_phase,attention,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0.5215311004784688,1.0,1.0,1.0,0.24880382775119617,0.6555023923444976,1.0,1.0,0.5023923444976076,0.861244019138756,0.9043062200956937,1.0,14.615384615384617
aiopsvlinear_(no mean)_normal_KL05_202643_10_0.0001_2_window_10,aiops,2,normal_KL,vlinear,16,2,0.0001,0.2822966507177033,0.3556618819776714,0.3894736842105264,0.43714779372674134,0.3778651173388016,162066,10,0,200,0,0,16,2,30,0,mag_phase,attention,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0.49760765550239233,1.0,1.0,1.0,0.2822966507177033,0.6028708133971292,1.0,1.0,0.5454545454545454,1.0,1.0,1.0,14.615384615384617
aiopsGVAR_(no mean)_normal_KL05_202821_10_0.0001_2_window_10,aiops,2,normal_KL,GVAR,256,2,0.0001,0.2535885167464115,0.31738437001594916,0.3339712918660288,0.3871876661350348,0.32816795777322105,1229220,10,0,200,0,0,256,2,30,0,mag_phase,attention,aerca_based,1.0,1.0,0.2,0.2,0.5,0.5,0.01,0.4880382775119617,1.0,1.0,1.0,0.2535885167464115,0.6172248803827751,1.0,1.0,0.4784688995215311,0.8708133971291866,0.8708133971291866,1.0,14.615384615384617
